ID_рейса,Дата,Регион_отправления,Регион_назначения,Тип_груза,Вид_транспорта,Перевозчик,Вес_тонн,Расстояние_км,Стоимость_тенге
HYR-20253716,2025-10-23 16:07,ВИЭ-Кластер Рахым (Мангистау),Порт Актау,Спецтехника и металлоконструкции,Морской фрахт,Svevind Global Transport,54.22,237,602300.0
HYR-20253717,2025-04-05 04:39,ВИЭ-Кластер Рахым (Мангистау),Порт Актау,Оборудование опреснения воды,Морской фрахт,KazMano-Trans LLC,19.2,384,284600.0
HYR-20253718,2025-01-15 03:49,ВИЭ-Кластер Абай (Мангистау),Промзона Курык (Hyrasia HQ),Зеленый аммиак (ЖД цистерны),Ж/Д транспорт,SilkWay Heavy Haulage,19.35,341,293300.0
HYR-20253719,2025-05-02 22:35,Промзона Курык (Hyrasia HQ),ВИЭ-Кластер Рахым (Мангистау),Модули электролизеров (Водород),Автотранспорт (Контейнеровоз),SilkWay Heavy Haulage,39.03,354,709900.0
HYR-20253720,2025-09-26 00:26,Порт Актау,Промзона Курык (Hyrasia HQ),Оборудование опреснения воды,Морской фрахт,Kuryk Port Logistics,52.4,138,244800.0
HYR-20253721,2025-08-13 19:20,ВИЭ-Кластер Абай (Мангистау),Жанаозен,Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Трал),Mangystau Cargo Express,20.57,444,451500.0
HYR-20253722,2025-01-03 07:58,ВИЭ-Кластер Абай (Мангистау),Жанаозен,Солнечные панели и инверторы,Автотранспорт (Трал),Caspian Sea Logistics,17.6,249,135700.0
HYR-20253723,2025-09-01 12:39,Жанаозен,Порт Роттердам (Нидерланды),Спецтехника и металлоконструкции,Автотранспорт (Трал),Kuryk Port Logistics,33.44,4211,7468100.0
HYR-20253724,2025-12-14 23:50,Порт Актау,Порт Баку (Азербайджан),Оборудование опреснения воды,Автотранспорт (Трал),Kuryk Port Logistics,13.05,707,323300.0
HYR-20253725,2025-06-25 09:17,Промзона Курык (Hyrasia HQ),Жанаозен,Оборудование опреснения воды,Ж/Д транспорт,Mangystau Cargo Express,49.87,343,852900.0
HYR-20253726,2025-05-25 03:56,Порт Роттердам (Нидерланды),Жанаозен,Оборудование опреснения воды,Морской фрахт,KazMano-Trans LLC,39.64,4345,5456500.0
HYR-20253727,2025-06-08 10:09,Порт Актау,Астана (Логистический хаб),Модули электролизеров (Водород),Автотранспорт (Контейнеровоз),Svevind Global Transport,35.75,1846,2519400.0
HYR-20253728,2025-08-17 10:33,Жанаозен,ВИЭ-Кластер Абай (Мангистау),Спецтехника и металлоконструкции,Автотранспорт (Трал),Svevind Global Transport,57.34,251,659700.0
HYR-20253729,2025-02-08 18:05,Астана (Логистический хаб),Порт Баку (Азербайджан),Солнечные панели и инверторы,Ж/Д транспорт,KazMano-Trans LLC,48.95,787,1790200.0
HYR-20253730,2025-04-23 19:01,ВИЭ-Кластер Абай (Мангистау),Промзона Курык (Hyrasia HQ),Спецтехника и металлоконструкции,Автотранспорт (Контейнеровоз),Caspian Sea Logistics,13.96,397,263100.0
HYR-20253731,2025-05-25 08:09,Порт Баку (Азербайджан),Жанаозен,Модули электролизеров (Водород),Ж/Д транспорт,Caspian Sea Logistics,30.23,431,505200.0
HYR-20253732,2025-06-15 14:43,ВИЭ-Кластер Абай (Мангистау),Атырау (Нефтемаш),Оборудование опреснения воды,Морской фрахт,Caspian Sea Logistics,24.28,385,436100.0
HYR-20253733,2025-09-30 14:31,Жанаозен,Промзона Курык (Hyrasia HQ),Спецтехника и металлоконструкции,Автотранспорт (Трал),KazMano-Trans LLC,53.12,195,421700.0
HYR-20253734,2025-01-31 14:01,ВИЭ-Кластер Абай (Мангистау),Порт Роттердам (Нидерланды),Оборудование опреснения воды,Автотранспорт (Контейнеровоз),SilkWay Heavy Haulage,48.14,4087,8686000.0
HYR-20253735,2025-07-07 14:26,ВИЭ-Кластер Абай (Мангистау),Порт Роттердам (Нидерланды),Солнечные панели и инверторы,Автотранспорт (Контейнеровоз),Kuryk Port Logistics,33.32,3941,8081500.0
HYR-20253736,2025-08-19 12:07,Порт Актау,Промзона Курык (Hyrasia HQ),Компоненты ветротурбин (Лопасти/Башни),Ж/Д транспорт,SilkWay Heavy Haulage,54.42,241,448600.0
HYR-20253737,2025-03-16 16:04,Порт Актау,Астана (Логистический хаб),Модули электролизеров (Водород),Ж/Д транспорт,KazMano-Trans LLC,29.6,1841,2788200.0
HYR-20253738,2025-06-01 14:26,Порт Баку (Азербайджан),Промзона Курык (Hyrasia HQ),Компоненты ветротурбин (Лопасти/Башни),Морской фрахт,SilkWay Heavy Haulage,53.21,503,1383200.0
HYR-20253739,2025-03-21 00:16,Атырау (Нефтемаш),ВИЭ-Кластер Абай (Мангистау),Спецтехника и металлоконструкции,Автотранспорт (Контейнеровоз),Caspian Sea Logistics,6.92,254,61700.0
HYR-20253740,2025-05-06 08:14,Порт Баку (Азербайджан),Промзона Курык (Hyrasia HQ),Оборудование опреснения воды,Автотранспорт (Трал),SilkWay Heavy Haulage,13.08,708,374300.0
HYR-20253741,2025-05-15 00:11,Астана (Логистический хаб),Порт Роттердам (Нидерланды),Оборудование опреснения воды,Автотранспорт (Трал),KazMano-Trans LLC,50.36,3607,9198900.0
HYR-20253742,2025-07-12 21:45,Порт Актау,Порт Роттердам (Нидерланды),Зеленый аммиак (ЖД цистерны),Автотранспорт (Контейнеровоз),Kuryk Port Logistics,11.86,3959,2053000.0
HYR-20253743,2025-08-26 06:38,ВИЭ-Кластер Абай (Мангистау),Промзона Курык (Hyrasia HQ),Зеленый аммиак (ЖД цистерны),Автотранспорт (Контейнеровоз),SilkWay Heavy Haulage,46.03,337,474000.0
HYR-20253744,2025-07-06 10:09,Порт Роттердам (Нидерланды),Жанаозен,Компоненты ветротурбин (Лопасти/Башни),Морской фрахт,SilkWay Heavy Haulage,48.41,4303,10200900.0
HYR-20253745,2025-07-15 02:06,ВИЭ-Кластер Абай (Мангистау),Порт Актау,Зеленый аммиак (ЖД цистерны),Автотранспорт (Трал),SilkWay Heavy Haulage,44.73,64,147600.0
HYR-20253746,2025-08-25 09:21,Промзона Курык (Hyrasia HQ),Порт Баку (Азербайджан),Спецтехника и металлоконструкции,Автотранспорт (Трал),SilkWay Heavy Haulage,54.09,628,1540200.0
HYR-20253747,2025-06-14 03:31,Порт Баку (Азербайджан),Порт Роттердам (Нидерланды),Солнечные панели и инверторы,Ж/Д транспорт,Kuryk Port Logistics,35.7,4435,8299000.0
HYR-20253748,2025-03-28 12:31,Порт Роттердам (Нидерланды),ВИЭ-Кластер Рахым (Мангистау),Спецтехника и металлоконструкции,Ж/Д транспорт,KazMano-Trans LLC,58.82,4126,12443500.0
HYR-20253749,2025-12-14 21:41,Промзона Курык (Hyrasia HQ),Атырау (Нефтемаш),Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Трал),Mangystau Cargo Express,39.17,381,650000.0
HYR-20253750,2025-07-05 08:29,Астана (Логистический хаб),ВИЭ-Кластер Рахым (Мангистау),Спецтехника и металлоконструкции,Автотранспорт (Контейнеровоз),SilkWay Heavy Haulage,35.47,1907,2493800.0
HYR-20253751,2025-04-16 03:46,ВИЭ-Кластер Абай (Мангистау),Промзона Курык (Hyrasia HQ),Зеленый аммиак (ЖД цистерны),Автотранспорт (Контейнеровоз),Mangystau Cargo Express,35.56,229,286500.0
HYR-20253752,2025-07-18 15:53,Атырау (Нефтемаш),ВИЭ-Кластер Абай (Мангистау),Зеленый аммиак (ЖД цистерны),Ж/Д транспорт,Kuryk Port Logistics,59.72,254,640600.0
HYR-20253753,2025-04-22 00:52,Жанаозен,Порт Роттердам (Нидерланды),Солнечные панели и инверторы,Автотранспорт (Контейнеровоз),KazMano-Trans LLC,19.62,4020,3366300.0
HYR-20253754,2025-03-19 11:36,Промзона Курык (Hyrasia HQ),ВИЭ-Кластер Рахым (Мангистау),Спецтехника и металлоконструкции,Морской фрахт,Svevind Global Transport,46.7,146,315700.0
HYR-20253755,2025-10-21 13:39,ВИЭ-Кластер Абай (Мангистау),Порт Актау,Солнечные панели и инверторы,Автотранспорт (Контейнеровоз),Mangystau Cargo Express,19.56,266,260400.0
HYR-20253756,2025-02-23 20:05,ВИЭ-Кластер Абай (Мангистау),Порт Роттердам (Нидерланды),Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Контейнеровоз),KazMano-Trans LLC,10.53,4232,2378000.0
HYR-20253757,2025-01-10 13:40,Атырау (Нефтемаш),Порт Актау,Модули электролизеров (Водород),Автотранспорт (Контейнеровоз),Svevind Global Transport,62.22,245,760800.0
HYR-20253758,2025-07-06 14:53,Промзона Курык (Hyrasia HQ),Порт Актау,Спецтехника и металлоконструкции,Ж/Д транспорт,SilkWay Heavy Haulage,12.78,364,245300.0
